latitude,longitude,severity,cluster
34.988440000000004,-85.47029599999998,2,0
34.724663,-86.59605400000002,2,0
42.396065,-82.988129,3,3
32.991314,-83.844284,3,0
37.997124,-122.286018,3,1
38.114332,-102.796789,3,2
34.06004,-118.2148,2,1
27.839148,-82.728546,2,0
42.663979,-84.533852,3,3
36.829587,-76.067195,2,4
42.438934,-83.432281,3,3
39.748862,-111.834453,2,1
33.692999,-84.293589,2,0
25.510028600571108,-80.41300177535814,2,0
39.93082880954776,-86.02675795514094,2,3
38.636215,-77.289734,3,4
41.55679600000001,-72.890578,2,4
33.910488,-117.88369099999998,2,1
26.315662,-81.745716,2,0
28.611309,-81.451752,2,0
40.13372,-75.19915,2,4
30.618069,-84.82238000000002,3,0
41.601013,-87.583221,2,3
34.014335,-118.281218,2,1
43.005554,-78.947479,3,4
29.784996000000003,-95.603751,2,2
41.73538,-88.0628,1,3
40.68701,-73.72638,2,4
45.28882,-93.75682,2,3
38.223011,-85.75102199999998,3,3
40.578823,-74.57299599999997,2,4
33.745556,-84.349213,3,0
26.4560759066274,-80.17469286880409,2,0
32.926232,-96.824846,2,2
33.89341,-118.046623,3,1
37.615402,-77.505302,2,4
27.41836,-82.575462,2,0
34.167427,-118.158134,3,1
34.134564000000005,-117.651447,2,1
34.208325147465665,-81.38024926146802,2,0
40.517578,-86.896424,2,3
41.443821,-77.10495,2,4
41.327703,-73.085988,2,4
30.48407700000001,-97.804962,2,2
30.191277000000003,-97.73114,2,2
28.568399,-81.284728,2,0
36.943428,-76.26641500000002,2,4
25.892058,-80.163016,2,0
33.775265000000005,-118.121307,2,1
36.961349,-121.536819,2,1
42.598618,-83.163483,3,3
34.055571,-118.1981,2,1
32.998657,-80.09324000000002,2,0
40.584709,-73.960327,2,4
41.220764,-80.506622,2,4
38.686817,-90.35405,3,3
40.00125900000001,-75.22637900000002,2,4
42.706081,-71.21051,3,4
42.665673,-84.31169799999998,2,3
32.150625,-110.926297,2,1
39.292338,-74.622662,2,4
29.828934000000004,-95.355682,2,2
30.479182,-90.534342,2,2
37.389783,-121.868833,2,1
25.763863,-80.303919,2,0
41.526581,-93.63533,2,3
35.377209,-118.970947,2,1
40.55612100000001,-111.89074,4,1
35.23685800000001,-80.863152,2,0
37.522099,-77.44013199999998,2,4
34.136768,-117.566872,2,1
33.968144,-118.167655,2,1
30.51133,-87.219719,2,0
45.6128,-122.67823,2,1
32.699818,-96.761227,2,2
40.019605,-75.144097,2,4
41.808987,-87.631546,3,3
40.22537,-75.249225,2,4
39.976505,-83.124538,2,3
33.53895306571226,-81.9955050941372,2,0
28.361818,-81.500907,2,0
33.878101,-78.632271,2,0
37.26535677892081,-76.65145039521859,2,4
41.59625,-87.30728,2,3
43.059464,-83.762497,3,3
33.678185,-117.881142,2,1
35.246758,-80.896889,2,0
25.760886,-80.420872,2,0
37.980007,-120.417195,2,1
40.113941,-75.122101,2,4
44.610094,-94.994446,2,3
39.362503,-85.942635,3,3
42.370331,-87.86539499999998,2,3
27.948389,-82.532593,2,0
25.447768,-80.478808,2,0
36.110977,-86.745216,1,3
34.618961,-82.351341,2,0
41.1654,-112.02604,2,1
39.36897,-121.106716,2,1
29.715403,-95.57228,2,2
39.202911,-94.589916,2,3
32.591109,-117.088327,2,1
32.845890999999995,-117.235997,2,1
44.05997,-121.30253,2,1
30.402321,-97.657372,2,2
47.27335,-122.259209,2,1
28.548723,-81.203932,2,0
40.75150900000001,-73.942029,2,4
40.728699,-74.104118,2,4
38.288826,-85.646011,3,3
36.11655800000001,-86.81049399999998,2,3
35.274109,-80.79351,2,0
29.777267,-95.406944,3,2
39.041351,-84.506569,2,3
36.08988,-95.904317,2,2
28.488306,-81.41750400000002,2,0
29.952558000000003,-90.101633,2,2
37.80651500000001,-122.237827,2,1
